claim_id,record_id,field,exact_claim,claim_category,source_id,locator,evidence_status,documentary_status,measurement_status,design_status,uncertainty,reviewer,proposed_action
W1-C0069,isfahan-tiles-c2,historicalContextFa,نگین‌های کاشی‌کاری کتیبه‌های ثلث علیرضا عباسی در مسجد شیخ لطف‌الله,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,uncited,W1-sequential-AI-review,cite or remove
W1-C0070,isfahan-tiles-c2,artMovement,معماری صفوی و کتیبه‌نگاری ثلث,art-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,uncited attribution,W1-sequential-AI-review,cite
W1-C0071,isfahan-tiles-c2,chemical.molarMass (raw; dropped by normaliser),813.5 g/mol,chemistry-arithmetic,S005;S006,molar-mass-check.out.tsv,supported,arithmetic-check,not-applicable,not-applicable,recomputed 813.44 for stated formula (arithmetic consistency only; not evidence the material is present),W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0072,isfahan-tiles-c3,hex,#00A693,color-value,S002,"S002 ""Persian Green""",designer-choice,exact-match-in-modern-color-list,none-on-record (measuredSpectra=0),designer-choice,HEX identical to a modern named-color list entry; suggests digital-list origin rather than material measurement,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0073,isfahan-tiles-c3,nameEn,Persian Green,naming,S002,"S002 ""Persian Green""",partially-supported,pair-found-in-modern-list,not-applicable,designer-choice,modern list entry is not evidence of historical use,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0074,isfahan-tiles-c3,nameFa,آبی زنگاری شاهی (Persian Green),naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0075,isfahan-tiles-c3,meaningFa,معروف به Persian Green در کاتالوگ‌های جهانی,cultural-history,S002,HEX lookup,partially-supported,checked-against-S002,not-applicable,not-applicable,"S002 lists ""Persian Green"" #00A693: the name/HEX pair exists in a modern color-name list; ""world catalogues"" unspecified",W1-sequential-AI-review,hedge or cite
W1-C0076,isfahan-tiles-c3,mineralogical.mineralName,Basic Copper(II) Acetate,material,none-opened,heritage-data.ts isfahan-tiles-c3.evidence.mineralogical,unverified,not-checked,no-analysis-on-record,not-applicable,material attribution uncited,W1-sequential-AI-review,cite analysis or mark as inspiration
W1-C0077,isfahan-tiles-c3,mineralogical.chemicalFormula,Cu(CH₃COO)₂·[Cu(OH)₂]₂,chemistry,none-opened,-,unverified,not-checked,no-analysis-on-record,not-applicable,basic copper acetate formula not in opened sources; see CAS row (142-71-2 is neutral acetate),W1-sequential-AI-review,correct or remove
W1-C0078,isfahan-tiles-c3,mineralogical.casNumber,142-71-2,chemistry-identifier,S005,CAS 142-71-2,contradicted,checked-against-S005,not-applicable,not-applicable,"S005: 142-71-2 = cupric acetate C4H6CuO4 (neutral Cu(II) acetate, PubChem CID 8895), not the basic acetate formula stated",W1-sequential-AI-review,remove or replace with the CAS RN of the named substance
W1-C0079,isfahan-tiles-c3,mineralogical.historicalManuscriptRef,بیان الصناعات - حبیش تفلیسی (قرن ششم),documentary-reference,none-opened,no page/folio/edition given,unverified,not-checked-source-blocked,not-applicable,not-applicable,Hubaysh Tiflisi (6th c. AH) crafts treatise is a real work (background knowledge); verdigris passage not read,W1-sequential-AI-review,"give edition, folio/page and quoted passage, or mark as ""further reading"""
W1-C0080,isfahan-tiles-c3,mineralogical.traditionalExtraction,اکسیداسیون صفحات مس خالص در بخارات سرکه انگور کهنه در مجاورت نمک آمونیاک,craft-process,none-opened,-,unverified,not-checked,not-applicable,not-applicable,"verdigris (an acetate) would decompose in a kiln; kiln-fired glaze greens are usually attributed to copper oxides (auditor background knowledge, not source-checked)",W1-sequential-AI-review,cite or remove
W1-C0081,isfahan-tiles-c3,mineralogical.crystalSystem,مونوکلینیک (Monoclinic),mineralogy,none-opened,-,unverified,not-checked,not-applicable,not-applicable,not checked (mindat/RRUFF pages blocked; S004 copy has no crystal-system column),W1-sequential-AI-review,verify
W1-C0082,isfahan-tiles-c3,geoSpatial.originSite,Isfahan Royal Workshops | کارگاه‌های لعاب‌سازی صفوی، اصفهان,geography,none-opened,-,unverified,not-checked,not-applicable,not-applicable,site-to-colour link not documented,W1-sequential-AI-review,name a specific site or remove
W1-C0083,isfahan-tiles-c3,geoSpatial.coordinates,"32.6575,51.6778,1570",geography,S003,"ref_no 115 (32.65745, 51.67777778)",partially-supported,checked-against-S003,not-applicable,not-applicable,"0.01 km from WHC 115 (Meidan Emam, Esfahan) reference point; building-level position not verified; conflicting legacy geo 32.6575,51.6775 is 0.03 km away",W1-sequential-AI-review,keep; cite reference point and precision
W1-C0084,isfahan-tiles-c3,geoSpatial.unescoHeritageRef,UNESCO World Heritage Ref: 115,heritage-designation,S003,ref_no 115,supported,checked-against-S003,not-applicable,not-applicable,"S003: ref_no 115 = ""Meidan Emam, Esfahan"" (1979)",W1-sequential-AI-review,keep; link whc.unesco.org/en/list/115
W1-C0085,isfahan-tiles-c3,geo (legacy alternative) latitude/longitude + unescoSiteId,"بازار مسگرها، میدان نقش جهان اصفهان | 32.6575,51.6775,1574 | UNESCO Ref: 115",geography,S003,ref_no 115,partially-supported,checked-against-S003,not-applicable,not-applicable,"0.03 km from WHC 115 (Meidan Emam, Esfahan) reference point; retained as unresolved conflict by palettes.ts",W1-sequential-AI-review,resolve conflict with a cited source
W1-C0086,isfahan-tiles-c3,spectral.peakWavelengthNm,515 nm (dominant 510 nm),spectral,S007,palettes.ts provenance.spectralStatus,illustrative,not-applicable,not-measured (measuredSpectra=0),not-applicable,model value,W1-sequential-AI-review,keep labelled illustrative
W1-C0087,isfahan-tiles-c3,historicalContextFa,ترکیب کهن زنگار مس و اسپرک در لعاب‌های پخته کوره مسجد جامع عباسی,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,uncited,W1-sequential-AI-review,cite or remove
W1-C0088,isfahan-tiles-c3,artMovement,هنرهای صناعی اصفهان و لعاب‌گری کوره,art-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,uncited attribution,W1-sequential-AI-review,cite
W1-C0089,isfahan-tiles-c3,chemical.molarMass (raw; dropped by normaliser),370.2 g/mol,chemistry-arithmetic,S005;S006,molar-mass-check.out.tsv,contradicted,arithmetic-check,not-applicable,not-applicable,recomputed 376.76 for stated formula (stated 370.2) (arithmetic consistency only; not evidence the material is present),W1-sequential-AI-review,drop from source data (already excluded from normalised output)
W1-C0090,isfahan-tiles-c4,hex,#D4AF37,color-value,S002,"S002 ""Gold (Metallic)""",designer-choice,exact-match-in-modern-color-list,none-on-record (measuredSpectra=0),designer-choice,HEX identical to a modern named-color list entry; suggests digital-list origin rather than material measurement,W1-sequential-AI-review,"label as designer choice; if derived from a named-color list, say so"
W1-C0091,isfahan-tiles-c4,nameEn,Arabesque Gold,naming,S002,"S002 ""Gold (Metallic)""",illustrative,pair-found-in-modern-list,not-applicable,designer-choice,modern list entry is not evidence of historical use,W1-sequential-AI-review,keep as label; avoid implying historical name
W1-C0092,isfahan-tiles-c4,nameFa,طلایی اسلیمی,naming,none,-,illustrative,evocative-label,not-applicable,designer-choice,label only,W1-sequential-AI-review,none
W1-C0093,isfahan-tiles-c4,meaningFa,تابش زرین خورشید بر طلاکاری‌های محراب معرق,cultural-history,none-opened,-,unverified,not-checked,not-applicable,not-applicable,cultural/material assertion with no citation,W1-sequential-AI-review,hedge or cite
W1-C0094,isfahan-tiles-c4,mineralogical.mineralName,Elemental Gold,material,none-opened,heritage-data.ts isfahan-tiles-c4.evidence.mineralogical,unverified,not-checked,no-analysis-on-record,not-applicable,material attribution uncited,W1-sequential-AI-review,cite analysis or mark as inspiration
W1-C0095,isfahan-tiles-c4,mineralogical.chemicalFormula,Au,chemistry,S004,RRUFF_Export.csv row by mineral name,supported,checked-against-S004,no-analysis-on-record,not-applicable,S004 gold Au,W1-sequential-AI-review,"keep formula but label as reference formula of the named material, not an analysis of this colour"
W1-C0096,isfahan-tiles-c4,mineralogical.casNumber,7440-57-5,chemistry-identifier,S005,CAS 7440-57-5,supported,checked-against-S005,not-applicable,not-applicable,"S005: gold, Au, CID 23985",W1-sequential-AI-review,keep
W1-C0097,isfahan-tiles-c4,mineralogical.historicalManuscriptRef,گلستان هنر - قاضی احمد قمی (۱۰۱۵ هجری),documentary-reference,none-opened,no page/folio/edition given,unverified,not-checked-source-blocked,not-applicable,not-applicable,Qadi Ahmad's treatise on calligraphers and painters exists (background knowledge); gold-leaf technique passage not read,W1-sequential-AI-review,"give edition, folio/page and quoted passage, or mark as ""further reading"""
W1-C0098,isfahan-tiles-c4,mineralogical.traditionalExtraction,کوبش ورق طلای ناب در پوست آهو تا ضخامت زیر ۰.۱ میکرون و تثبیت با سریشم ماهی,craft-process,none-opened,-,unverified,not-checked,not-applicable,not-applicable,process description uncited,W1-sequential-AI-review,cite or remove
W1-C0099,isfahan-tiles-c4,mineralogical.crystalSystem,مکعبی وجه‌مرکز (FCC Metallic),mineralogy,none-opened,-,unverified,not-checked,not-applicable,not-applicable,not checked (mindat/RRUFF pages blocked; S004 copy has no crystal-system column),W1-sequential-AI-review,verify
W1-C0100,isfahan-tiles-c4,geoSpatial.originSite,Naqsh-e Jahan Mihrabs | محراب‌های معرق نقش جهان، اصفهان,geography,none-opened,-,unverified,not-checked,not-applicable,not-applicable,site-to-colour link not documented,W1-sequential-AI-review,name a specific site or remove
W1-C0101,isfahan-tiles-c4,geoSpatial.coordinates,"32.6514,51.6776,1574",geography,S003,"ref_no 115 (32.65745, 51.67777778)",partially-supported,checked-against-S003,not-applicable,not-applicable,"0.67 km from WHC 115 (Meidan Emam, Esfahan) reference point; building-level position not verified; conflicting legacy geo 32.6571,51.6769 is 0.64 km away",W1-sequential-AI-review,keep; cite reference point and precision
W1-C0102,isfahan-tiles-c4,geoSpatial.unescoHeritageRef,UNESCO World Heritage Ref: 115,heritage-designation,S003,ref_no 115,supported,checked-against-S003,not-applicable,not-applicable,"S003: ref_no 115 = ""Meidan Emam, Esfahan"" (1979)",W1-sequential-AI-review,keep; link whc.unesco.org/en/list/115
